,geonameid,name,asciiname,latitude,longitude,country code
181651,6625755,South Beach,South Beach,-71.3,170.21667,AQ
181652,6625756,South Beaches,South Beaches,-62.658280000000005,-61.056819999999995,AQ
181653,6625757,South Beacon,South Beacon,-77.85,160.78333,AQ
181654,6625758,South Cape,South Cape,-60.8,-45.15,AQ
181655,6625759,South Cove,South Cove,-67.57014000000001,-68.13623,AQ
181656,6625760,"Sudeste, punta","Sudeste, punta",-62.987590000000004,-60.5155,AQ
181657,6625761,South Fork,South Fork,-77.56667,161.25,AQ
181658,6625762,"Bishop, Mount","Bishop, Mount",-83.71667,168.7,AQ
181659,6625763,"Orcadas del Sur, islas","Orcadas del Sur, islas",-60.583,-45.5,AQ
181660,6625764,"Sur, Punta","Sur, Punta",-63.02012,-60.60578,AQ
181661,6625765,South Point,South Point,-60.743,-45.68600000000001,AQ
181662,6625766,South Polar Plateau,South Polar Plateau,-90.0,0.0,AQ
181663,6625767,South Portal,South Portal,-68.58361,78.12778,AQ
181664,6625768,"Bismarck, estrecho de","Bismarck, estrecho de",-65.0,-63.666669999999996,AQ
181665,6625769,"Shetland del Sur, islas","Shetland del Sur, islas",-62.0,-58.0,AQ
181666,6625770,South Spit,South Spit,-62.224669999999996,-58.79687,AQ
181667,6625771,South Stream,South Stream,-77.45,163.73333,AQ
181668,6625772,South West Arm,South West Arm,-77.75,160.33333000000002,AQ
181669,6625773,Southard Promontory,Southard Promontory,-66.92364,-64.77587,AQ
181670,6625774,"Southard, Cape","Southard, Cape",-66.53333,122.06667,AQ
181671,6625775,Mount Southard,Mount Southard,-72.18333,159.93333,AQ
181672,6625776,Southern Cross Mountains,Southern Cross Mountains,-73.66667,164.0,AQ
181673,6625777,Southern Cross Subglacial Highlands,Southern Cross Subglacial Highlands,-71.0,147.0,AQ
181674,6625778,"Bistre, Mount","Bistre, Mount",-65.05463,-62.0366,AQ
181675,6625779,"Southern, Mount","Southern, Mount",-74.21364,-76.52443000000001,AQ
181676,6625780,Southtrap Rock,Southtrap Rock,-62.9746,-56.6355,AQ
181677,6625781,Mount Southwick,Mount Southwick,-78.76666999999999,-84.91667,AQ
181678,6625782,Southwind Passage,Southwind Passage,-65.3,-65.166,AQ
181679,6625783,"Sovetskih Ekspedicij, massif","Sovetskih Ekspedicij, massif",-73.41667,62.683330000000005,AQ
181680,6625784,"Sovetskoe, plato","Sovetskoe, plato",-80.0,85.0,AQ
181681,6625785,Sowle Nunatak,Sowle Nunatak,-84.05,-66.083,AQ
181682,6625786,"Bitgood, Mount","Bitgood, Mount",-76.48333000000001,-144.91666999999998,AQ
181683,6625787,Sôyakysten,Soyakysten,-69.3,39.75,AQ
181684,6625788,"Soyat, Mount","Soyat, Mount",-85.86667,-130.76667,AQ
181685,6625789,Søyla,Soyla,-72.69167,-3.83333,AQ
181686,6625790,Mount Soza,Mount Soza,-71.16667,162.56667,AQ
181687,6625791,"Spallanzani, punta","Spallanzani, punta",-64.14059,-61.996159999999996,AQ
181688,6625792,Spanish Point,Spanish Point,-62.63499,-60.35787,AQ
181689,6625793,Spanley Rocks,Spanley Rocks,-82.96600000000001,-54.666000000000004,AQ
181690,6625794,Bivouac Pass,Bivouac Pass,-69.55917,-72.78399999999999,AQ
181691,6625795,Mount Spann,Mount Spann,-82.05319,-41.312540000000006,AQ
181692,6625796,Spano Island,Spano Island,-66.4,110.6,AQ
181693,6625797,Sparkes Bay,Sparkes Bay,-66.35889,110.56667,AQ
181694,6625798,Spartan Glacier,Spartan Glacier,-71.05514000000001,-68.3422,AQ
181695,6625799,"Spasskogo, gora","Spasskogo, gora",-80.91667,160.25,AQ
181696,6625800,"Spate, Lake","Spate, Lake",-69.41778000000001,76.10194,AQ
181697,6625801,Spath Crest,Spath Crest,-80.62326999999999,-26.21331,AQ
181698,6625802,Spath Peninsula,Spath Peninsula,-64.34801999999999,-56.93898000000001,AQ
181699,6625803,Spatulate Ridge,Spatulate Ridge,-73.46667,167.21667,AQ
181700,6625804,"Spatz, Mount","Spatz, Mount",-72.68333,160.55,AQ
181701,6625805,Biyu Tan,Biyu Tan,-62.23,-58.973330000000004,AQ
181702,6625806,Spaulding Peninsula,Spaulding Peninsula,-74.43333,-116.0,AQ
181703,6625807,Spaulding Pond,Spaulding Pond,-77.65,163.11667,AQ
181704,6625808,Spaulding Rocks,Spaulding Rocks,-77.0,-143.26667,AQ
181705,6625809,Spaull Point,Spaull Point,-60.729,-45.68600000000001,AQ
181706,6625810,Spayd Island,Spayd Island,-70.63056,72.10417,AQ
181707,6625811,Spear Glacier,Spear Glacier,-75.84074,-68.24029,AQ
181708,6625812,Spear Nunatak,Spear Nunatak,-86.53333,-124.1,AQ
181709,6625813,Spear Spur,Spear Spur,-82.62889,-52.30717,AQ
181710,6625814,Specimen Nunatak,Specimen Nunatak,-67.97735,-66.75708,AQ
181711,6625815,Spectator Nunatak,Spectator Nunatak,-70.61667,159.48333,AQ
181712,6625816,Biyu Jiao,Biyu Jiao,-62.19,-58.895,AQ
181713,6625817,"Spectre, The","Spectre, The",-86.05,-150.16666999999998,AQ
181714,6625818,"Speed, Mount","Speed, Mount",-84.5,-176.83333000000002,AQ
181715,6625819,"Speerschneider, punta","Speerschneider, punta",-65.76254,-66.158,AQ
181716,6625820,Speil Point,Speil Point,-62.07917,-58.425,AQ
181717,6625821,"Spence, puerto","Spence, puerto",-60.683,-45.15,AQ
181718,6625822,"Tac, Punta","Tac, Punta",-62.5,-59.51667,AQ
181719,6625823,Spencer Island,Spencer Island,-77.15,-148.06667,AQ
181720,6625824,Spencer Nunatak,Spencer Nunatak,-85.35,-122.18333,AQ
181721,6625825,"Spencer-Smith, Cape","Spencer-Smith, Cape",-78.0,167.45,AQ
181722,6625826,"Spencer, Cape","Spencer, Cape",-68.4,148.45,AQ
181723,6625827,Aitken Nunatak,Aitken Nunatak,-85.7,173.81667,AQ
181724,6625828,"Bizeux, Rocher","Bizeux, Rocher",-66.8125,141.40833,AQ
181725,6625829,"Spencer, Mount","Spencer, Mount",-77.28333,-143.33333000000002,AQ
181726,6625830,Spera Cove,Spera Cove,-62.13333000000001,-58.38333000000001,AQ
181727,6625831,Sperm Bluff,Sperm Bluff,-77.08333,161.6,AQ
181728,6625832,Spermwhale Ridge,Spermwhale Ridge,-65.783,-62.86600000000001,AQ
181729,6625833,Sperring Point,Sperring Point,-67.4,59.53333000000001,AQ
181730,6625834,"Spert, isla","Spert, isla",-63.85317,-60.9453,AQ
181731,6625835,Mount Speyer,Mount Speyer,-78.86667,160.7,AQ
181732,6625836,Spheroid Hill,Spheroid Hill,-77.78333,163.93333,AQ
181733,6625837,Sphinx Glacier,Sphinx Glacier,-62.18889,-58.458330000000004,AQ
181734,6625838,Sphinx Hill,Sphinx Hill,-62.18829,-58.44457,AQ
181735,6625839,Mount Bjaaland,Mount Bjaaland,-86.55,-164.23333,AQ
181736,6625840,"Esfinge, isla","Esfinge, isla",-65.89690999999999,-64.87002,AQ
181737,6625841,Sfinksen,Sfinksen,-71.44167,11.95833,AQ
181738,6625842,Sphinx Peak,Sphinx Peak,-72.28333,165.58333000000002,AQ
181739,6625843,"Esfinge, punta","Esfinge, punta",-62.3,-59.166669999999996,AQ
181740,6625844,"Esfinge, roca","Esfinge, roca",-60.61600000000001,-46.066,AQ
181741,6625845,Sphinx Rock,Sphinx Rock,-71.45,169.5,AQ
181742,6625846,Sphinx Valley,Sphinx Valley,-77.98333000000001,162.01667,AQ
181743,6625847,Sfinksskolten,Sfinksskolten,-71.4,11.91667,AQ
181744,6625848,"Sphinx, Mont du","Sphinx, Mont du",-66.8175,141.4,AQ
181745,6625849,"Sphinx, Mount","Sphinx, Mount",-72.35,31.25,AQ
181746,6625850,"Bjalokoza, mys","Bjalokoza, mys",-66.06667,114.13333,AQ
181747,6625851,Cape Spieden,Cape Spieden,-66.41667,126.75,AQ
181748,6625852,Spiers Nunatak,Spiers Nunatak,-85.33333,-125.6,AQ
181749,6625853,Spiess Glacier,Spiess Glacier,-72.23291,-61.21555,AQ
181750,6625854,Spießgipfel,Spiessgipfel,-72.96667,-3.83333,AQ
181751,6625855,Spigot Peak,Spigot Peak,-64.6347,-62.55574,AQ
181752,6625856,Spike Cape,Spike Cape,-77.3,163.56667,AQ
181753,6625857,Spilhaus Inlet,Spilhaus Inlet,-80.02073,-43.51478,AQ
181754,6625858,"Garibaldi, caleta","Garibaldi, caleta",-62.490809999999996,-60.720819999999996,AQ
181755,6625859,Spincloud Heights,Spincloud Heights,-67.83723,-67.14533,AQ
181756,6625860,Spindrift Bluff,Spindrift Bluff,-69.58062,-68.02436999999999,AQ
181757,6625861,Spindrift Col,Spindrift Col,-60.69,-45.625,AQ
181758,6625862,Spindrift Rocks,Spindrift Rocks,-60.683,-45.644,AQ
181759,6625863,"Espina, islote","Espina, islote",-60.6,-46.016000000000005,AQ
181760,6625864,Spiret,Spiret,-72.51666999999999,-3.6333300000000004,AQ
181761,6625865,"Spire, The","Spire, The",-68.30493,-66.88204,AQ
181762,6625866,"Spire, The","Spire, The",-78.15,161.61667,AQ
181763,6625867,Cape Spirit,Cape Spirit,-78.2,166.75,AQ
181764,6625868,Spirogyra Lake,Spirogyra Lake,-60.701,-45.647,AQ
181765,6625869,Bjerkenuten,Bjerkenuten,-71.96667,9.7,AQ
181766,6625870,Spirtle Rock,Spirtle Rock,-65.233,-64.35,AQ
181767,6625871,Spit,Spit,-71.3,170.21667,AQ
181768,6625872,"Lengua, punta","Lengua, punta",-62.5259,-59.788219999999995,AQ
181769,6625873,Spitz Ridge,Spitz Ridge,-75.81667,-114.86667,AQ
181770,6625874,"Spit, The","Spit, The",-61.47965,-55.49106999999999,AQ
181771,6625875,"Spivey, Mount","Spivey, Mount",-69.51465999999999,-69.83032,AQ
181772,6625876,Splettstoesser Glacier,Splettstoesser Glacier,-79.2,-84.15,AQ
181773,6625877,Splettstoesser Pass,Splettstoesser Pass,-71.63333,167.25,AQ
181774,6625878,Splinten,Splinten,-72.68333,-4.0,AQ
181775,6625879,Splinter,Splinter,-62.025,-58.13333000000001,AQ
181776,6625880,Bjerkø Peninsula,Bjerko Peninsula,-67.83333,69.5,AQ
181777,6625881,Split Lakes,Split Lakes,-68.63556,78.1825,AQ
181778,6625882,Split Rock,Split Rock,-64.7819,-64.11221,AQ
181779,6625883,"Rothschild, islote","Rothschild, islote",-65.03569,-63.93042,AQ
181780,6625884,"Spohn, Mount","Spohn, Mount",-85.46667,171.98333,AQ
181781,6625885,Sponen,Sponen,-72.25166999999999,27.85833,AQ
181782,6625886,Sponholz Peak,Sponholz Peak,-80.13333,-83.0,AQ
181783,6625887,Sponskaftet,Sponskaftet,-71.65,11.21667,AQ
181784,6625888,Sponsors Peak,Sponsors Peak,-77.3,161.4,AQ
181785,6625889,Spooner Bay,Spooner Bay,-67.61667,46.25,AQ
181786,6625890,Mount Sporli,Mount Sporli,-79.55,-83.6,AQ
181787,6625891,Bjørnsaksa,Bjornsaksa,-71.9,4.63333,AQ
181788,6625892,Spøta,Spota,-72.05,4.05,AQ
181789,6625893,Spouter Peak,Spouter Peak,-65.82014000000001,-62.396390000000004,AQ
181790,6625894,Spraglegga,Spraglegga,-71.95,14.75,AQ
181791,6625895,Sprekkefjellet,Sprekkefjellet,-71.7,5.6,AQ
181792,6625896,Sprekkehallet,Sprekkehallet,-68.875,-90.68333,AQ
181793,6625897,"Sprightly, isla","Sprightly, isla",-64.28605,-61.06944,AQ
181794,6625898,Spring Glacier,Spring Glacier,-77.91667,163.1,AQ
181795,6625899,"Primavera, cabo","Primavera, cabo",-64.29505999999999,-61.051109999999994,AQ
181796,6625900,Björnert Cliffs,Bjoernert Cliffs,-74.96667,-135.15,AQ
181797,6625901,Springtail Bluff,Springtail Bluff,-71.03333,165.2,AQ
181798,6625902,Springtail Point,Springtail Point,-77.16667,160.7,AQ
181799,6625903,Springtail Spur,Springtail Spur,-60.68600000000001,-45.63,AQ
181800,6625904,Spume Island,Spume Island,-64.79767,-64.11282,AQ
181801,6625905,"Spur, punta","Spur, punta",-66.59251,-63.80137,AQ
181802,6625906,Sputnik Islands,Sputnik Islands,-70.36667,163.36667,AQ
181803,6625907,"Sputnik, nunatak","Sputnik, nunatak",-70.83333,66.16667,AQ
181804,6625908,"Cuadrada, bahía","Cuadrada, bahia",-67.84061,-67.0067,AQ
181805,6625909,Square End Island,Square End Island,-62.15794,-58.99202,AQ
181806,6625910,Squire Island,Squire Island,-64.92355,-63.89411,AQ
181807,6625911,Bjørnnutane,Bjornnutane,-74.61667,-10.0,AQ
181808,6625912,Squires Glacier,Squires Glacier,-73.96667,-62.583330000000004,AQ
181809,6625913,Squires Peak,Squires Peak,-73.93213,-62.68925,AQ
181810,6625914,"Sredinnaja, gora","Sredinnaja, gora",-70.65,67.43333,AQ
181811,6625915,"Srednie, holmy","Srednie, holmy",-66.13333,100.3,AQ
181812,6625916,"Srednij, ostrov","Srednij, ostrov",-66.13333,100.3,AQ
181813,6625917,Sredn'aja Hill,Sredn'aja Hill,-66.26666999999999,100.76666999999999,AQ
181814,6625918,"Srezannaja, gora","Srezannaja, gora",-73.55,64.75,AQ
181815,6625919,Srite Glacier,Srite Glacier,-75.983,-69.0,AQ
181816,6625920,Staack Nunatak,Staack Nunatak,-74.2388,-73.35825,AQ
181817,6625921,Stabben,Stabben,-71.95,2.86667,AQ
181818,6625922,Black Bluff,Black Bluff,-73.28333,168.91666999999998,AQ
181819,6625923,Stäbleinsee,Staebleinsee,-67.81667,-67.31667,AQ
181820,6625924,Staccato Peaks,Staccato Peaks,-71.77796,-70.5439,AQ
181821,6625925,Stack Bay,Stack Bay,-67.05,58.05,AQ
181822,6625926,Stackpole Rocks,Stackpole Rocks,-62.67802,-60.9574,AQ
181823,6625927,"Estadio, glaciar","Estadio, glaciar",-61.11666999999999,-54.7,AQ
181824,6625928,Mount Stadler,Mount Stadler,-66.9,53.23333,AQ
181825,6625929,Staeffler Ridge,Staeffler Ridge,-77.33333,162.8,AQ
181826,6625930,Staff Ridge,Staff Ridge,-77.98333000000001,161.26667,AQ
181827,6625931,Aitkenhead Glacier,Aitkenhead Glacier,-63.95456,-58.821580000000004,AQ
181828,6625932,Black Cap,Black Cap,-79.0,161.85,AQ
181829,6625933,Stafford Glacier,Stafford Glacier,-72.5,168.25,AQ
181830,6625934,"Stage, The","Stage, The",-78.35,163.21667,AQ
181831,6625935,Stagnant Glacier,Stagnant Glacier,-70.5,68.55,AQ
181832,6625936,"Stagnaro, Mount","Stagnaro, Mount",-77.16667,-144.33333000000002,AQ
181833,6625937,"Stahanova, gora","Stahanova, gora",-80.71667,-23.03333,AQ
181834,6625938,"Stahlman, Mount","Stahlman, Mount",-85.68333,-151.6,AQ
181835,6625939,Stair Hill,Stair Hill,-66.16377,-65.27026,AQ
181836,6625940,Mount Staley,Mount Staley,-72.33333,164.68333,AQ
181837,6625941,Stalker Hill,Stalker Hill,-68.525,78.46194,AQ
181838,6625942,"Black, costa","Black, costa",-71.75,-62.0,AQ
181839,6625943,Mount Stalker,Mount Stalker,-70.1575,65.62028000000001,AQ
181840,6625944,Stålstuten,Stalstuten,-72.06667,4.13333,AQ
181841,6625945,Stamnen,Stamnen,-72.26666999999999,-3.43333,AQ
181842,6625946,Stamper Peak,Stamper Peak,-71.68333,169.31667,AQ
181843,6625947,"Stancliff, Mount","Stancliff, Mount",-76.83333,-145.4,AQ
181844,6625948,Stancomb Cove,Stancomb Cove,-62.92641,-60.6845,AQ
181845,6625949,Stancomb-Wills Glacier,Stancomb-Wills Glacier,-75.3,-19.0,AQ
181846,6625950,Stancomb-Wills Glacier Tongue,Stancomb-Wills Glacier Tongue,-75.0,-22.0,AQ
181847,6625951,Stanczyk Hill,Stanczyk Hill,-62.16111,-58.225,AQ
181848,6625952,Black Crag,Black Crag,-71.86667,-98.0,AQ
181849,6625953,Standifer Bluff,Standifer Bluff,-72.56667,-94.96667,AQ
181850,6625954,Standring Inlet,Standring Inlet,-65.983,-61.05,AQ
181851,6625955,Stanford Nunatak,Stanford Nunatak,-76.85,-143.3,AQ
181852,6625956,Stanford Plateau,Stanford Plateau,-85.95,-140.0,AQ
181853,6625957,Stange Sound,Stange Sound,-73.166,-76.666,AQ
181854,6625958,Stanley Island,Stanley Island,-66.52960999999999,-63.66478000000001,AQ
181855,6625959,"Stanley, Mount","Stanley, Mount",-84.15,165.48333,AQ
181856,6625960,Stansbury Peninsula,Stansbury Peninsula,-62.240080000000006,-58.99759,AQ
181857,6625961,Stanton Group,Stanton Group,-67.5225,61.613330000000005,AQ
181858,6625962,Stanton Hills,Stanton Hills,-75.283,-73.2,AQ
181859,6625963,Stanwix Peak,Stanwix Peak,-70.71667,162.65,AQ
181860,6625964,Stanwix Ridge,Stanwix Ridge,-69.33333,158.38333,AQ
181861,6625965,Starbuck Crater,Starbuck Crater,-76.01666999999999,-133.18333,AQ
181862,6625966,Starbuck Glacier,Starbuck Glacier,-65.616,-62.416000000000004,AQ
181863,6625967,Starfish Cove,Starfish Cove,-60.69,-45.599,AQ
181864,6625968,Black Glacier,Black Glacier,-71.66667,164.7,AQ
181865,6625969,Starheimtind,Starheimtind,-70.99167,12.01667,AQ
181866,6625970,Stark Point,Stark Point,-64.03392,-57.7456,AQ
181867,6625971,"Stark, roca","Stark, roca",-65.24656999999999,-64.53787,AQ
181868,6625972,"Starlight, Mount","Starlight, Mount",-70.2,64.48333000000001,AQ
181869,6625973,Starr Lake,Starr Lake,-77.83333,166.66666999999998,AQ
181870,6625974,Starr Nunatak,Starr Nunatak,-75.9,162.58333000000002,AQ
181871,6625975,Starr Peninsula,Starr Peninsula,-72.08333,-99.33333,AQ
181872,6625976,Starshot Glacier,Starshot Glacier,-81.33333,160.33333000000002,AQ
181873,6625977,"Partida, punta","Partida, punta",-62.58889,-61.21611,AQ
181874,6625978,"Black, Cabo","Black, Cabo",-66.09834000000001,-65.6169,AQ
181875,6625979,Staszek Cove,Staszek Cove,-62.2,-58.225,AQ
181876,6625980,Staten Island Heights,Staten Island Heights,-76.81667,160.95,AQ
181877,6625981,Statham Peak,Statham Peak,-67.6861,-67.72055999999999,AQ
181878,6625982,Static Nunatak,Static Nunatak,-77.91667,160.83333000000002,AQ
181879,6625983,Station Creek,Station Creek,-62.19774,-58.962959999999995,AQ
181880,6625984,Statler Hills,Statler Hills,-69.90972,73.18472,AQ
181881,6625985,Stauffer Bluff,Stauffer Bluff,-76.16667,-111.76666999999999,AQ
181882,6625986,"Negra, isla","Negra, isla",-65.25888,-64.28094,AQ
181883,6625987,Stauren,Stauren,-71.83333,6.58333,AQ
181884,6625988,Staurneset,Staurneset,-71.8,6.55,AQ
181885,6625989,Stayaway Skerries,Stayaway Skerries,-64.74038,-64.28617,AQ
181886,6625990,Steagall Glacier,Steagall Glacier,-85.63333,-161.9,AQ
181887,6625991,Nora Island,Nora Island,-67.55111,61.43583,AQ
181888,6625992,Steel Peak,Steel Peak,-70.90093,-63.399730000000005,AQ
181889,6625993,"Steele, isla","Steele, isla",-70.98013,-60.710440000000006,AQ
181890,6625994,Mount Steele,Mount Steele,-69.83333,159.66666999999998,AQ
181891,6625995,Steenstruphorten,Steenstruphorten,-74.42833,-10.10833,AQ
181892,6625996,Steepholm,Steepholm,-60.766000000000005,-45.15,AQ
181893,6625997,Black Island,Black Island,-78.2,166.41666999999998,AQ
181894,6625998,Steeple Peaks,Steeple Peaks,-71.63238,-67.0284,AQ
181895,6625999,Steeple Point,Steeple Point,-71.70169,-67.31642,AQ
181896,6626000,"Steeple, The","Steeple, The",-63.42695,-57.06822,AQ
181897,6626001,"Steere, Mount","Steere, Mount",-76.73333000000001,-117.81667,AQ
181898,6626002,Stefansson Bay,Stefansson Bay,-67.33333,59.166669999999996,AQ
181899,6626003,"Stefansson, estrecho","Stefansson, estrecho",-69.46667,-62.416669999999996,AQ
181900,6626004,Stein Islands,Stein Islands,-69.68,75.74194,AQ
181901,6626005,"Isla Negra, Canal","Isla Negra, Canal",-65.25721,-64.27672,AQ
181902,6626006,Steinsteinen,Steinsteinen,-71.7,7.95,AQ
181903,6626007,Steinkuppen,Steinkuppen,-71.66667,-1.5,AQ
181904,6626008,Steinbach,Steinbach,-62.2,-58.933330000000005,AQ
181905,6626009,"Steinemann, islotes","Steinemann, islotes",-66.866,-67.916,AQ
181906,6626010,Mount Steinfeld,Mount Steinfeld,-75.2,-135.85,AQ
181907,6626011,Steinfila,Steinfila,-72.2,14.366670000000001,AQ
181908,6626012,Steingarden,Steingarden,-72.16667,16.1,AQ
181909,6626013,Steingardsøkket,Steingardsokket,-72.33333,15.583329999999998,AQ
181910,6626014,"Steinheil, punta","Steinheil, punta",-64.85483,-62.66564,AQ
181911,6626015,Black Nunataks,Black Nunataks,-72.98333000000001,74.45,AQ
181912,6626016,Steinkjeften,Steinkjeften,-73.78333,-15.016670000000001,AQ
181913,6626017,Steinmulen,Steinmulen,-71.3,13.416670000000002,AQ
181914,6626018,Steinnabben,Steinnabben,-74.55333,-11.25833,AQ
181915,6626019,Steinnes,Steinnes,-69.3475,76.59306,AQ
181916,6626020,Steinskaregga,Steinskaregga,-71.81667,8.86667,AQ
181917,6626021,Steinskaret,Steinskaret,-71.85,8.93333,AQ
181918,6626022,"Stekljannaja, gora","Stekljannaja, gora",-83.81667,-56.48333,AQ
181919,6626023,"Stella, canal","Stella, canal",-65.24935,-64.25405,AQ
181920,6626024,Stellar Crests,Stellar Crests,-71.10568,-68.98425,AQ
181921,6626025,"Stene, punta","Stene, punta",-60.65,-45.7,AQ
181922,6626026,Abendroth Peak,Abendroth Peak,-71.08963,-61.95993000000001,AQ
181923,6626027,Black Pass,Black Pass,-67.66174000000001,-67.53012,AQ
181924,6626028,Stenersenknatten,Stenersenknatten,-70.88,11.51667,AQ
181925,6626029,"Stenhouse, morro","Stenhouse, morro",-62.07192,-58.371559999999995,AQ
181926,6626030,Stenhouse Glacier,Stenhouse Glacier,-62.05939,-58.38324,AQ
181927,6626031,Stenkatoppen,Stenkatoppen,-71.935,14.75,AQ
181928,6626032,"Stepana Murav'ëva, mys","Stepana Murav'eva, mys",-69.85,10.5,AQ
181929,6626033,"Stepanova, gora","Stepanova, gora",-73.55,64.61667,AQ
181930,6626034,Stepaside Spur,Stepaside Spur,-78.3,161.41666999999998,AQ
181931,6626035,Stephen Island,Stephen Island,-75.83333,-146.9,AQ
181932,6626036,Stephenson Bastion,Stephenson Bastion,-80.77274,-27.336890000000004,AQ
181933,6626037,Stephenson Nunatak,Stephenson Nunatak,-72.13833000000001,-69.06553000000001,AQ
181934,6626038,"Negra, Punta","Negra, Punta",-62.48603000000001,-60.71601999999999,AQ
181935,6626039,"Stephenson, Mount","Stephenson, Mount",-69.82160999999999,-69.71804,AQ
181936,6626040,"Stephens, Mount","Stephens, Mount",-83.383,-51.45,AQ
181937,6626041,"Stephen, Mount","Stephen, Mount",-75.7,161.71667,AQ
181938,6626042,Stepped Lake,Stepped Lake,-69.37639,76.38361,AQ
181939,6626043,Stepping Stones,Stepping Stones,-64.78589000000001,-63.99216,AQ
181940,6626044,Stepup Col,Stepup Col,-63.56366,-57.840430000000005,AQ
181941,6626045,"Steregushchyy, Cape","Steregushchyy, Cape",-67.66667,45.93333,AQ
181942,6626046,"Sterna, Islote","Sterna, Islote",-65.38255,-64.22393000000001,AQ
181943,6626047,"Sterneck, cabo","Sterneck, cabo",-64.18333,-61.01667,AQ
181944,6626048,Sternhügel,Sternhuegel,-70.45,160.98333,AQ
181945,6626049,"Black Prince, Mount","Black Prince, Mount",-71.78333,168.25,AQ
181946,6626050,Sterrett Islands,Sterrett Islands,-73.75,-102.41667,AQ
181947,6626051,"Sterzhen', nunatak","Sterzhen', nunatak",-73.03333,73.91667,AQ
181948,6626052,Steuri Glacier,Steuri Glacier,-76.38333,-112.4,AQ
181949,6626053,Stevens Rock,Stevens Rock,-67.61667,64.7,AQ
181950,6626054,Stevenson Bluff,Stevenson Bluff,-69.85,159.46667,AQ
181951,6626055,Stevenson Cove,Stevenson Cove,-66.24221999999999,110.60556000000001,AQ
181952,6626056,Stevenson Glacier,Stevenson Glacier,-70.09666999999999,72.71056,AQ
181953,6626057,Stevenson Island,Stevenson Island,-67.43833000000001,61.18111,AQ
181954,6626058,Stevenson Peak,Stevenson Peak,-72.41667,168.28333,AQ
181955,6626059,Steventon Island,Steventon Island,-77.25,-148.25,AQ
181956,6626060,Black Pudding Peak,Black Pudding Peak,-76.83333,161.75,AQ
181957,6626061,Stever Ridge,Stever Ridge,-72.85,168.03333,AQ
181958,6626062,Stewart Buttress,Stewart Buttress,-79.16483000000001,-28.73735,AQ
181959,6626063,Stewart Glacier,Stewart Glacier,-77.48333000000001,-151.41666999999998,AQ
181960,6626064,Stewart Heights,Stewart Heights,-73.48333000000001,163.96667,AQ
181961,6626065,Stewart Hills,Stewart Hills,-84.16667,-86.0,AQ
181962,6626066,Stewart Stacks,Stewart Stacks,-62.63833,-61.19056,AQ
181963,6626067,"Stewart, nunatak","Stewart, nunatak",-66.15,-61.183330000000005,AQ
181964,6626068,Stich Peak,Stich Peak,-85.95,-132.01667,AQ
181965,6626069,Stickle Ridge,Stickle Ridge,-63.950990000000004,-57.95438000000001,AQ
181966,6626070,"Stierer, Mount","Stierer, Mount",-75.1,162.15,AQ
181967,6626071,Black Ridge,Black Ridge,-74.4,163.6,AQ
181968,6626072,Stignabben,Stignabben,-73.33333,-3.23333,AQ
181969,6626073,Stigant Point,Stigant Point,-62.02281,-58.71114,AQ
181970,6626074,Stillekette,Stillekette,-70.83333,165.5,AQ
181971,6626075,Stillwell Hills,Stillwell Hills,-67.41667,59.46666999999999,AQ
181972,6626076,Stillwell Island,Stillwell Island,-66.91667,143.8,AQ
181973,6626077,Stinear Island,Stinear Island,-67.58278,62.82111,AQ
181974,6626078,"Stinear, Lake","Stinear, Lake",-68.56056,78.12528,AQ
181975,6626079,Stinear Nunataks,Stinear Nunataks,-69.7,64.83333,AQ
181976,6626080,Stinear Peninsula,Stinear Peninsula,-69.40278,76.3025,AQ
181977,6626081,"Stinear, Mount","Stinear, Mount",-73.07528,66.3625,AQ
181978,6626082,Black Rock,Black Rock,-66.28194,100.73194000000001,AQ
181979,6626083,"Hedionda, punta","Hedionda, punta",-61.221430000000005,-55.37959,AQ
181980,6626084,"Punteadas, rocas","Punteadas, rocas",-68.10486,-67.36426999999999,AQ
181981,6626085,"Stirling, Mount","Stirling, Mount",-71.55,164.11667,AQ
181982,6626086,Stocking Glacier,Stocking Glacier,-77.7,161.83333000000002,AQ
181983,6626087,Stockton Peak,Stockton Peak,-71.12862,-62.129090000000005,AQ
181984,6626088,"Stojkij, nunatak","Stojkij, nunatak",-71.01666999999999,71.5,AQ
181985,6626089,Stoker Island,Stoker Island,-62.39734,-59.84839,AQ
181986,6626090,Stokes Hill,Stokes Hill,-64.86386999999999,-63.53864,AQ
181987,6626091,Stokes Peaks,Stokes Peaks,-67.41489,-68.11301999999999,AQ
181988,6626092,"Stokovoe, ozero","Stokovoe, ozero",-67.68333,45.86667,AQ
181989,6626093,Black Stump,Black Stump,-72.36667,163.8,AQ
181990,6626094,"Stolby, nunataki","Stolby, nunataki",-69.85,64.5,AQ
181991,6626095,"Stolb, nunatak","Stolb, nunatak",-68.16667,62.38333000000001,AQ
181992,6626096,"Stoletova, gora","Stoletova, gora",-73.36667,61.566669999999995,AQ
181993,6626097,Stoltz Island,Stoltz Island,-69.2434,-72.18266,AQ
181994,6626098,Stolze Peak,Stolze Peak,-64.71863,-62.42385,AQ
181995,6626099,"Rocas, punta de las","Rocas, punta de las",-63.39764,-56.94846,AQ
181996,6626100,Stonehocker Point,Stonehocker Point,-66.25778000000001,110.51888999999998,AQ
