,geonameid,name,asciiname,latitude,longitude,country code
177344,4036624,Weddell Sea,Weddell Sea,-73.0,-45.0,AQ
177345,4036625,Ross Sea,Ross Sea,-75.0,-175.0,AQ
177346,4036627,Davis Sea,Davis Sea,-66.0,93.5,AQ
177347,4036628,Bellingshausen Sea,Bellingshausen Sea,-71.0,-85.0,AQ
177348,4036629,Amundsen Sea,Amundsen Sea,-72.5,-111.91667,AQ
177349,4036648,Vigilante,Vigilante,-69.98333000000001,-69.98333000000001,AQ
177350,4036652,Wilson Canyon,Wilson Canyon,-70.58333,176.25,AQ
177351,4036653,Whales Bay Furrows,Whales Bay Furrows,-78.0,-169.0,AQ
177352,4036654,Wegener Canyon,Wegener Canyon,-70.75,-14.0,AQ
177353,4036655,Weddell Plain,Weddell Plain,-65.0,-20.0,AQ
177354,4036656,Vaughan Bank,Vaughan Bank,-67.61667,163.5,AQ
177355,4036657,Vanderford Valley,Vanderford Valley,-66.41667,110.16667,AQ
177356,4036658,Umitaka Bank,Umitaka Bank,-67.41667,167.0,AQ
177357,4036659,Tressler Bank,Tressler Bank,-65.0,95.0,AQ
177358,4036660,Terra Nova Canyon,Terra Nova Canyon,-69.0,159.0,AQ
177359,4036662,Sulzberger Basin,Sulzberger Basin,-77.0,-152.5,AQ
177360,4036663,South Shetland Trough,South Shetland Trough,-61.0,-59.5,AQ
177361,4036665,South Sandwich Fracture Zone,South Sandwich Fracture Zone,-63.0,-20.0,AQ
177362,4036669,Shirase Bank,Shirase Bank,-76.66667,-158.0,AQ
177363,4036671,Scott Shoal,Scott Shoal,-73.25,177.75,AQ
177364,4036672,Scott Seamounts,Scott Seamounts,-68.0,-179.83333000000002,AQ
177365,4036673,Scott Island Bank,Scott Island Bank,-67.75,-179.91666999999998,AQ
177366,4036674,Saunders Basin,Saunders Basin,-76.83333,-155.0,AQ
177367,4036675,Ross Canyon,Ross Canyon,-75.0,-163.0,AQ
177368,4036676,Ross Bank,Ross Bank,-76.75,176.0,AQ
177369,4036677,Prestrud Bank,Prestrud Bank,-77.5,-159.5,AQ
177370,4036678,Powell Basin,Powell Basin,-62.25,-49.5,AQ
177371,4036679,Porpoise Basin,Porpoise Basin,-66.16667,128.5,AQ
177372,4036680,Petersen Bank,Petersen Bank,-65.75,109.91667,AQ
177373,4036681,Pennell Bank,Pennell Bank,-74.5,179.98333,AQ
177374,4036682,Pacific-Antarctic Ridge,Pacific-Antarctic Ridge,-62.0,-157.0,AQ
177375,4036683,Oates Canyon,Oates Canyon,-68.0,164.5,AQ
177376,4036684,Oates Bank,Oates Bank,-70.25,165.0,AQ
177377,4036685,Nordenskjöld Basin,Nordenskjold Basin,-76.05,165.0,AQ
177378,4036686,Mertz-Ninnis Valley,Mertz-Ninnis Valley,-67.41667,146.0,AQ
177379,4036687,Mawson Bank,Mawson Bank,-73.5,174.0,AQ
177380,4036689,Maud Rise,Maud Rise,-66.0,3.0,AQ
177381,4036690,Marie Byrd Seamount,Marie Byrd Seamount,-70.0,-118.0,AQ
177382,4036691,Little America Basin,Little America Basin,-77.5,-162.0,AQ
177383,4036692,Ligeti Ridge,Ligeti Ridge,-62.0,-28.0,AQ
177384,4036693,Lazarev Trough,Lazarev Trough,-65.58333,130.0,AQ
177385,4036694,JOIDES Basin,JOIDES Basin,-74.5,174.0,AQ
177386,4036695,Iselin Seamount,Iselin Seamount,-70.75,-178.25,AQ
177387,4036696,Iselin Bank,Iselin Bank,-72.5,-179.0,AQ
177388,4036697,Hjort Fracture Zone,Hjort Fracture Zone,-62.0,163.0,AQ
177389,4036698,Hero Fracture Zone,Hero Fracture Zone,-61.5,-66.0,AQ
177390,4036699,Gunnerus Ridge,Gunnerus Ridge,-66.5,33.75,AQ
177391,4036700,Gunnerus Bank,Gunnerus Bank,-68.0,33.0,AQ
177392,4036701,Glomar Challenger Basin,Glomar Challenger Basin,-77.75,180.0,AQ
177393,4036702,Franklin Shoals,Franklin Shoals,-76.0,169.0,AQ
177394,4036703,Fram Bank,Fram Bank,-67.3,70.0,AQ
177395,4036704,Four Ladies Bank,Four Ladies Bank,-67.5,77.5,AQ
177396,4036705,Endurance Ridge,Endurance Ridge,-62.5,-40.0,AQ
177397,4036707,Dubinin Trough,Dubinin Trough,-67.16667,80.5,AQ
177398,4036708,Drygalski Basin,Drygalski Basin,-74.83333,166.5,AQ
177399,4036709,Dibble Basin,Dibble Basin,-65.33333,133.0,AQ
177400,4036710,De Gerlache Seamounts,De Gerlache Seamounts,-65.0,-90.5,AQ
177401,4036711,Crary Bank,Crary Bank,-75.0,169.0,AQ
177402,4036713,Colbeck Basin,Colbeck Basin,-77.0,-159.5,AQ
177403,4036715,Charcot Fan,Charcot Fan,-66.0,-86.0,AQ
177404,4036716,Byrd Canyon,Byrd Canyon,-75.5,-157.25,AQ
177405,4036717,Bruce Spur,Bruce Spur,-63.5,101.25,AQ
177406,4036719,Brategg Bank,Brategg Bank,-65.25,-68.6,AQ
177407,4036720,Bransfield Trough,Bransfield Trough,-61.5,-54.0,AQ
177408,4036722,Bowers Canyon,Bowers Canyon,-71.91667,172.5,AQ
177409,4036723,Borchgrevink Canyon,Borchgrevink Canyon,-70.25,170.25,AQ
177410,4036724,Berkner Bank,Berkner Bank,-75.0,-48.0,AQ
177411,4036725,Bellingshausen Plain,Bellingshausen Plain,-64.0,-90.0,AQ
177412,4036726,Belgrano Bank,Belgrano Bank,-73.0,-48.5,AQ
177413,4036727,Balleny Trough,Balleny Trough,-66.0,158.0,AQ
177414,4036728,Balleny Seamounts,Balleny Seamounts,-61.0,161.5,AQ
177415,4036729,Balleny Fracture Zone,Balleny Fracture Zone,-62.0,156.0,AQ
177416,4036730,Balleny Basin,Balleny Basin,-67.0,170.0,AQ
177417,4036732,Astrid Ridge,Astrid Ridge,-68.0,12.0,AQ
177418,4036733,Amundsen Plain,Amundsen Plain,-65.0,-125.0,AQ
177419,4036734,Amery Basin,Amery Basin,-68.25,74.5,AQ
177420,4036735,Adélie Valley,Adelie Valley,-65.5,136.0,AQ
177421,4036736,Adare Seamounts,Adare Seamounts,-70.0,171.5,AQ
177422,4036737,Heirtzler Fracture Zone,Heirtzler Fracture Zone,-63.5,162.5,AQ
177423,4036738,Pitman Fracture Zone,Pitman Fracture Zone,-64.5,-170.0,AQ
177424,4036739,Barsukov Seamount,Barsukov Seamount,-61.05,-29.2,AQ
177425,4036740,Hespérides Trough,Hesperides Trough,-60.35,-50.83333,AQ
177426,4036741,Belgica Guyot,Belgica Guyot,-65.5,-90.5,AQ
177427,4036742,Dallmann Seamount,Dallmann Seamount,-67.16667,-96.88333,AQ
177428,4036743,Lecointe Guyot,Lecointe Guyot,-65.1,-93.0,AQ
177429,4036744,Rosenthal Seamount,Rosenthal Seamount,-68.63333,-97.08333,AQ
177430,4036745,Emerald Fracture Zone,Emerald Fracture Zone,-62.0,170.0,AQ
177431,4036746,Akademik Federov Canyon,Akademik Federov Canyon,-72.75,-32.0,AQ
177432,4036747,Albert Bank,Albert Bank,-77.16667,-32.75,AQ
177433,4036748,Andenes Knoll,Andenes Knoll,-72.43333,-22.83333,AQ
177434,4036749,Behm Bank,Behm Bank,-76.35,-30.0,AQ
177435,4036750,Brunt Basin,Brunt Basin,-75.0,-25.0,AQ
177436,4036751,Crary Fan,Crary Fan,-74.0,-33.0,AQ
177437,4036752,Dawson-Lambton Trough,Dawson-Lambton Trough,-76.0,-26.0,AQ
177438,4036753,Defant Bank,Defant Bank,-76.83333,-31.66667,AQ
177439,4036754,Explora Knoll,Explora Knoll,-72.0,-24.0,AQ
177440,4036755,Explora Escarpment,Explora Escarpment,-70.55,-15.0,AQ
177441,4036756,Filchner Trough,Filchner Trough,-77.0,-36.0,AQ
177442,4036757,Freeden Bank,Freeden Bank,-76.33333,-28.83333,AQ
177443,4036758,Helmert Bank,Helmert Bank,-75.0,-29.33333,AQ
177444,4036759,Hofmann Trough,Hofmann Trough,-77.0,-32.5,AQ
177445,4036760,Lichte Trough,Lichte Trough,-76.41667,-30.0,AQ
177446,4036761,McDonald Bank,McDonald Bank,-75.5,-26.58333,AQ
177447,4036762,Möller Trough,Moller Trough,-76.58333,-30.66667,AQ
177448,4036763,Polarstern Knoll,Polarstern Knoll,-71.41667,-24.78333,AQ
177449,4036764,Polarstern Canyon,Polarstern Canyon,-71.5,-21.0,AQ
177450,4036765,Rinner Trough,Rinner Trough,-77.66667,-35.0,AQ
177451,4036766,Vinci Bank,Vinci Bank,-77.5,-34.5,AQ
177452,4036767,Kosminskaya Fracture Zone,Kosminskaya Fracture Zone,-61.53333000000001,-30.33333,AQ
177453,4036768,Vinogradov Fracture Zone,Vinogradov Fracture Zone,-60.933330000000005,-29.2,AQ
177454,4036769,Adare Trough,Adare Trough,-70.03333,172.5,AQ
177455,4036771,Hallett Ridge,Hallett Ridge,-71.25,176.83333000000002,AQ
177456,4036772,Hakurei Seamount,Hakurei Seamount,-62.86666999999999,140.81667,AQ
177457,4036773,Porpoise Canyon,Porpoise Canyon,-64.33333,131.0,AQ
177458,4036774,Orca Seamount,Orca Seamount,-62.433330000000005,-58.4,AQ
177459,4036775,Lichtner Seamount,Lichtner Seamount,-67.55,-0.66667,AQ
177460,4036777,Wordie Seamount,Wordie Seamount,-61.8,-55.45,AQ
177461,6269204,South Pole,South Pole,-90.0,0.0,AQ
177462,6299983,Williams Field,Williams Field,-77.86667,166.96667,AQ
177463,6299987,Ice Runway,Ice Runway,-77.85395,166.46876,AQ
177464,6299995,Amundsen-Scott South Pole Station,Amundsen-Scott South Pole Station,-89.99755,139.27289,AQ
177465,6301808,"Williams Field, Antarctic","Williams Field, Antarctic",-77.86735999999999,167.05657,AQ
177466,6355131,Snow Hill,Snow Hill,-64.46600000000001,-57.183,AQ
177467,6620309,Peter I Øy,Peter I Oy,-68.80400999999999,-90.59326,AQ
177468,6620311,Lars Christensentoppen,Lars Christensentoppen,-68.83775,-90.61249000000001,AQ
177469,6620459,Troll research station,Troll research station,-72.00194,2.53389,AQ
177470,6620460,Troll airfield,Troll airfield,-72.0,2.53333,AQ
177471,6620463,Tor research station,Tor research station,-71.88889,5.15833,AQ
177472,6620468,Valkyrkjedomen,Valkyrkjedomen,-77.31667,39.7,AQ
177473,6620703,Alexander Island,Alexander Island,-71.2867,-69.89502,AQ
177474,6620704,Berkner Island,Berkner Island,-79.33333,-48.11667,AQ
177475,6620705,Thurston Island,Thurston Island,-72.16667,-99.0,AQ
177476,6620706,Carney Island,Carney Island,-73.93333,-121.0,AQ
177477,6620707,Roosevelt Island,Roosevelt Island,-79.28333,-162.0,AQ
177478,6620708,Siple Island,Siple Island,-73.73333000000001,-125.2,AQ
177479,6620709,Adelaide Island,Adelaide Island,-67.25,-68.5,AQ
177480,6620710,Spaatz Island,Spaatz Island,-73.0,-75.0,AQ
177481,6620711,Bear Island,Bear Island,-68.15069,-67.25041999999999,AQ
177482,6620712,Guest Island,Guest Island,-76.18333,-67.06667,AQ
177483,6620713,James Ross Island,James Ross Island,-64.2,-57.75,AQ
177484,6620714,Ross Island,Ross Island,-77.5,167.75,AQ
177485,6620715,Anvers Island,Anvers Island,-64.6,-63.5,AQ
177486,6620716,Joinville Island,Joinville Island,-63.35,-55.666669999999996,AQ
177487,6620717,Charcot Island,Charcot Island,-69.75,-75.25,AQ
177488,6620718,King George Island,King George Island,-62.0,-58.1,AQ
177489,6620719,Mill Island,Mill Island,-65.5,100.66667,AQ
177490,6620720,Sherman Island,Sherman Island,-73.05,-100.0,AQ
177491,6620721,Smyley Island,Smyley Island,-72.84201999999999,-77.82715,AQ
177492,6620722,Brabant Island,Brabant Island,-64.25,-62.333330000000004,AQ
177493,6620723,Livingston Island,Livingston Island,-62.6,-60.5,AQ
177494,6620724,Grant Island,Grant Island,-74.46667,-131.58333000000002,AQ
177495,6620725,Latady Island,Latady Island,-70.75,-74.58333,AQ
177496,6620726,Drygalski Island,Drygalski Island,-65.75,92.5,AQ
177497,6620727,Renaud Island,Renaud Island,-66.16667,-66.0,AQ
177498,6620728,Masson Island,Masson Island,-66.13333,96.58333,AQ
177499,6620729,Elephant Island,Elephant Island,-61.08486,-55.18433,AQ
177500,6620730,Rothschild Island,Rothschild Island,-69.42862,-72.55371,AQ
177501,6620731,Hearst Island,Hearst Island,-69.41667,-62.166669999999996,AQ
177502,6620732,D’Urville Island,D'Urville Island,-63.1,-56.25,AQ
177503,6620733,Coronation Island,Coronation Island,-60.59506,-45.58777,AQ
177504,6620734,Sturge Island,Sturge Island,-67.43333,164.78333,AQ
177505,6620735,Aboa,Aboa,-73.05,-13.416670000000002,AQ
177506,6620736,Akademik Vernadsky Station,Akademik Vernadsky Station,-65.2456,-64.25569,AQ
177507,6620737,Almirante Brown Antarctic Base,Almirante Brown Antarctic Base,-64.89581,-62.86789,AQ
177508,6620738,Artigas Base,Artigas Base,-62.175,-58.86167,AQ
177509,6620739,Belgrano II,Belgrano II,-77.86667,-34.61667,AQ
177510,6620740,Bellingshausen Station,Bellingshausen Station,-62.183330000000005,-58.95,AQ
177511,6620741,Bernardo O'Higgins Station,Bernardo O'Higgins Station,-63.316669999999995,-57.9,AQ
177512,6620742,Byrd Station,Byrd Station,-80.01666999999999,-119.53333,AQ
177513,6620743,Captain Arturo Prat base,Captain Arturo Prat base,-62.5,-59.683330000000005,AQ
177514,6620744,Casey Station,Casey Station,-66.28225,110.52779,AQ
177515,6620745,Comandante Ferraz Brazilian Antarctic Base,Comandante Ferraz Brazilian Antarctic Base,-62.08693,-58.39221,AQ
177516,6620746,Concordia Station,Concordia Station,-75.1,123.33333,AQ
177517,6620748,Davis Station,Davis Station,-68.57632,77.96757,AQ
177518,6620750,Base Presidente Eduardo Frei Montalva,Base Presidente Eduardo Frei Montalva,-62.195,-58.97833000000001,AQ
177519,6620751,Esperanza Base,Esperanza Base,-63.4,-57.0,AQ
177520,6620752,Gabriel de Castilla Spanish Antarctic Station,Gabriel de Castilla Spanish Antarctic Station,-62.96666999999999,-60.683330000000005,AQ
177521,6620753,Georg von Neumayer Station,Georg von Neumayer Station,-70.61667,-8.36667,AQ
177522,6620754,Gonzalez Videla Station,Gonzalez Videla Station,-64.82328000000001,-62.8575,AQ
177523,6620755,Great Wall Station,Great Wall Station,-62.21666999999999,-58.97,AQ
177524,6620756,Halley Research Station,Halley Research Station,-75.60463,-26.209,AQ
177525,6620757,Henryk Arctowski Polish Antarctic Station,Henryk Arctowski Polish Antarctic Station,-62.153330000000004,-58.481669999999994,AQ
177526,6620758,Jinnah Antarctic Station,Jinnah Antarctic Station,-70.4,25.75,AQ
177527,6620759,Juan Carlos I Spanish Antarctic Station,Juan Carlos I Spanish Antarctic Station,-62.65,-60.38333000000001,AQ
177528,6620760,Jubany,Jubany,-62.23667,-58.676669999999994,AQ
177529,6620761,King Sejong Station,King Sejong Station,-62.22,-58.78333000000001,AQ
177530,6620762,Law-Racovita Station,Law-Racovita Station,-69.38333,76.38333,AQ
177531,6620763,Leningradskaya Station,Leningradskaya Station,-69.50174,159.38897,AQ
177532,6620764,Machu Picchu Research Station,Machu Picchu Research Station,-62.09166,-58.47061,AQ
177533,6620766,Maitri Station,Maitri Station,-70.76595,11.72719,AQ
177534,6620767,Marambio Airport,Marambio Airport,-64.23921999999999,-56.635380000000005,AQ
177535,6620768,Mario Zucchelli Station,Mario Zucchelli Station,-74.7,164.11667,AQ
177536,6620769,Mawson Station,Mawson Station,-67.60258,62.8736,AQ
177537,6620770,McMurdo Station,McMurdo Station,-77.85,166.66666999999998,AQ
177538,6620771,Mendel Polar Station,Mendel Polar Station,-63.8,-57.86666999999999,AQ
177539,6620772,Mirny Station,Mirny Station,-66.55836,93.00073,AQ
177540,6620773,Mizuho Station,Mizuho Station,-70.68333,44.31667,AQ
177541,6620774,Molodyozhnaya Station,Molodyozhnaya Station,-67.66667,45.85,AQ
177542,6620775,Neumayer Station,Neumayer Station,-70.65,-8.25,AQ
177543,6620776,Novolazarevskaya Station,Novolazarevskaya Station,-70.76666999999999,11.81667,AQ
177544,6620777,Orcadas Base,Orcadas Base,-60.73333,-44.73333,AQ
177545,6620778,Palmer Station,Palmer Station,-64.77,-64.05,AQ
177546,6620779,Princess Elisabeth Base,Princess Elisabeth Base,-71.57,23.2,AQ
177547,6620780,Professor Julio Escudero base,Professor Julio Escudero base,-62.205,-58.975,AQ
177548,6620781,Progress Station,Progress Station,-69.36667,76.38333,AQ
177549,6620782,Rothera Research Station,Rothera Research Station,-67.56586,-68.12875,AQ
177550,6620783,Russkaya Station,Russkaya Station,-74.76666999999999,-136.86667,AQ
177551,6620784,San Martín Station,San Martin Station,-68.13009,-67.10175,AQ
177552,6620785,SANAE IV,SANAE IV,-71.66667,-2.85,AQ
177553,6620786,St. Kliment Ohridski Base,St. Kliment Ohridski Base,-62.63333000000001,-60.35,AQ
177554,6620787,Scott Base,Scott Base,-77.84891,166.76623999999998,AQ
177555,6620788,Showa Station,Showa Station,-69.00441,39.581790000000005,AQ
177556,6620789,Svea,Svea,-74.58333,-11.21667,AQ
177557,6620790,Wasa Station,Wasa Station,-73.05,-13.416670000000002,AQ
177558,6620791,Vostok Station,Vostok Station,-78.46441999999999,106.83733000000001,AQ
177559,6620792,Zhongshan Station,Zhongshan Station,-69.37297,76.37073000000001,AQ
177560,6620793,Kohnen Station,Kohnen Station,-75.0,0.0,AQ
177561,6621664,Bromley Peak,Bromley Peak,-77.63333,162.06667,AQ
177562,6621665,Morennaya Hill,Morennaya Hill,-66.56667,93.0,AQ
177563,6621666,Harris Peak,Harris Peak,-77.56667,162.7,AQ
177564,6621667,"Porkchop, Lake","Porkchop, Lake",-78.26666999999999,163.13333,AQ
177565,6621668,"Arribista, punta","Arribista, punta",-67.57486,-67.25482,AQ
177566,6621669,"Articuladas, islas","Articuladas, islas",-64.9322,-63.72875,AQ
177567,6621670,"Irizar, isla","Irizar, isla",-65.22236,-64.2013,AQ
177568,6621671,"Straggle, islas","Straggle, islas",-65.8739,-65.07335,AQ
177569,6621672,"Urchin, roca","Urchin, roca",-65.32226,-64.25594,AQ
177570,6621673,Bunt Island,Bunt Island,-67.15,50.95,AQ
177571,6621674,"Dalekoje, Lake","Dalekoje, Lake",-66.33333,100.95,AQ
177572,6621675,Flagman Island,Flagman Island,-66.06667,101.03333,AQ
177573,6621676,Kiwi Pass,Kiwi Pass,-80.8,158.08333000000002,AQ
177574,6621677,Merkurij Island,Merkurij Island,-66.08333,101.13333,AQ
177575,6621678,"Mitre, The","Mitre, The",-66.51666999999999,98.9,AQ
177576,6621679,"Pardoe, Mount","Pardoe, Mount",-67.13333,50.16667,AQ
177577,6621680,"Pt'ich'je, Lake","Pt'ich'je, Lake",-66.33333,100.83333,AQ
177578,6621681,"Shchel', Lake","Shchel', Lake",-66.23333000000001,101.06667,AQ
177579,6621682,Soglasija Lake,Soglasija Lake,-66.26666999999999,100.98333000000001,AQ
177580,6621683,Sudakova Island,Sudakova Island,-66.06667,100.95,AQ
177581,6621684,Torii Glacier,Torii Glacier,-71.31667,35.66667,AQ
177582,6621685,Omurtag Pass,Omurtag Pass,-62.61756,-60.19086,AQ
177583,6621686,"Adriana, Islote","Adriana, Islote",-64.66667,-62.78333000000001,AQ
177584,6621687,"Ariel, Cerro","Ariel, Cerro",-62.261919999999996,-58.99325,AQ
177585,6621688,"Corner, Pico","Corner, Pico",-63.582640000000005,-58.68042,AQ
177586,6621689,"De Afuera, Islotes","De Afuera, Islotes",-64.3305,-61.58854,AQ
177587,6621690,"Edén, Isla","Eden, Isla",-63.5,-56.666669999999996,AQ
177588,6621691,"Elefante, Punta","Elefante, Punta",-62.71969,-60.438190000000006,AQ
177589,6621692,"Gómez, Islote","Gomez, Islote",-62.9,-58.96666999999999,AQ
177590,6621693,"Huemul, Islote","Huemul, Islote",-63.67539,-60.8299,AQ
177591,6621694,"Meade, Isla","Meade, Isla",-62.449690000000004,-60.068169999999995,AQ
177592,6621695,"Ornen, Rocas","Ornen, Rocas",-62.00899999999999,-57.56502,AQ
177593,6621696,"Phils, Islote","Phils, Islote",-63.51667,-62.98333,AQ
177594,6621697,"Pulgar Negro, Cerro","Pulgar Negro, Cerro",-68.40798000000001,-66.91053000000001,AQ
177595,6621698,"Redonda, Isla","Redonda, Isla",-61.916669999999996,-58.35,AQ
177596,6621699,"Solitarias, Rocas","Solitarias, Rocas",-64.08906999999999,-57.03601,AQ
177597,6621700,"Torgersen, Isla","Torgersen, Isla",-64.77308000000001,-64.07413000000001,AQ
177598,6621701,"Vortex, Isla","Vortex, Isla",-63.72569,-57.64153,AQ
177599,6621702,"Winter, Isla","Winter, Isla",-65.24986,-64.25887,AQ
177600,6621703,Mayrsporn Slope,Mayrsporn Slope,-71.68333,170.13333,AQ
177601,6621704,Weißenstein,Weissenstein,-80.43333,-21.4,AQ
177602,6621705,Baloo Col,Baloo Col,-63.866440000000004,-58.097590000000004,AQ
177603,6621706,Beer Island,Beer Island,-66.00399,-65.68061999999999,AQ
177604,6621707,Brimstone Peak,Brimstone Peak,-61.9188,-57.75049,AQ
177605,6621708,Bulkington Pass,Bulkington Pass,-65.816,-62.716,AQ
177606,6621709,Butterfly Knoll,Butterfly Knoll,-80.33768,-28.17742,AQ
177607,6621710,Channel Rock (Argentine Islands),Channel Rock (Argentine Islands),-65.24403000000001,-64.25886,AQ
177608,6621711,Nostoc Lake,Nostoc Lake,-80.40048,-30.070079999999997,AQ
177609,6621712,Papua Island,Papua Island,-63.12874,-55.97055,AQ
177610,6621713,Sanctuary Islands,Sanctuary Islands,-65.61794,-64.57667,AQ
177611,6621714,Sandefjord Peaks,Sandefjord Peaks,-60.61600000000001,-45.983000000000004,AQ
177612,6621715,Asiato Zima,Asiato Zima,-68.45,41.43333,AQ
177613,6621716,Mikuro-iwa,Mikuro-iwa,-69.00111,39.60194,AQ
177614,6621717,Oyako Zima,Oyako Zima,-68.45,41.43333,AQ
177615,6621718,Algie Knoll,Algie Knoll,-82.2,162.15,AQ
177616,6621719,Anchor Peak,Anchor Peak,-77.0,171.0,AQ
177617,6621720,Anniversary Bluff,Anniversary Bluff,-78.55,164.25,AQ
177618,6621721,Black Face,Black Face,-77.85,160.88333,AQ
177619,6621722,Blake Massif,Blake Massif,-80.63333,158.0,AQ
177620,6621723,Bowman Peak,Bowman Peak,-77.48333000000001,-153.21667,AQ
177621,6621724,Bowsprit Moraine,Bowsprit Moraine,-76.61667,161.25,AQ
177622,6621725,Bush Mountains,Bush Mountains,-84.95,179.5,AQ
177623,6621726,"Cerberus, Mount","Cerberus, Mount",-77.43333,161.88333,AQ
177624,6621727,"Cocked Hat, The","Cocked Hat, The",-77.25,162.75,AQ
177625,6621728,Cross Grained Ridge,Cross Grained Ridge,-72.55,166.0,AQ
177626,6621729,Cupcake Peaks,Cupcake Peaks,-80.7,158.6,AQ
177627,6621730,"Daniel, Mount","Daniel, Mount",-84.9,-170.28333,AQ
177628,6621731,Den Hartog Peak,Den Hartog Peak,-84.33333,178.86667,AQ
177629,6621732,Deverall Island,Deverall Island,-81.46667,161.9,AQ
177630,6621733,"Doorly, Mount","Doorly, Mount",-77.38333,162.9,AQ
177631,6621734,"Downshire, Cliffs","Downshire, Cliffs",-71.61667,170.6,AQ
177632,6621735,Eurus Ridge,Eurus Ridge,-77.43333,161.98333,AQ
177633,6621736,Ferrell Buttress,Ferrell Buttress,-79.95,159.03333,AQ
177634,6621737,Fluted Peak,Fluted Peak,-85.61667,-176.66666999999998,AQ
177635,6621738,Foyn Island,Foyn Island,-71.93333,171.06667,AQ
177636,6621739,Haystack Mountain,Haystack Mountain,-77.05,162.68333,AQ
177637,6621740,"Helios, Mount","Helios, Mount",-77.45,162.31667,AQ
177638,6621741,Henderson Hill,Henderson Hill,-77.56667,163.18333,AQ
177639,6621742,"Jason, Mount","Jason, Mount",-77.48333000000001,161.61667,AQ
177640,6621743,Kellogg Valley,Kellogg Valley,-77.48333000000001,161.18333,AQ
177641,6621744,Keys Hill,Keys Hill,-77.28333,166.58333000000002,AQ
177642,6621745,"Knoll, The","Knoll, The",-77.51666999999999,169.35,AQ
177643,6621746,La Gorce Peak,La Gorce Peak,-77.61667,-153.36667,AQ
177644,6621747,Lava Tongue Pass,Lava Tongue Pass,-78.23333000000001,162.68333,AQ
177645,6621748,"Liard, Mount","Liard, Mount",-80.96667,158.85,AQ
177646,6621749,Lyons Cone,Lyons Cone,-77.63333,162.5,AQ
177647,6621750,Magnis Ridge,Magnis Ridge,-80.08333,156.2,AQ
177648,6621751,Mars Hills,Mars Hills,-76.66667,161.95,AQ
177649,6621752,Middle Crater,Middle Crater,-77.85,166.61667,AQ
177650,6621753,"Naab, Mount","Naab, Mount",-76.6,160.93333,AQ
177651,6621754,Nepal Peak,Nepal Peak,-79.71667,159.58333000000002,AQ
177652,6621755,Pond Peak,Pond Peak,-77.31667,162.4,AQ
177653,6621756,Poutini Peak,Poutini Peak,-78.15,163.1,AQ
177654,6621757,Prion Glacier,Prion Glacier,-77.33333,166.58333000000002,AQ
177655,6621758,Quartermain Mountains,Quartermain Mountains,-77.85,160.75,AQ
177656,6621759,Razorback Islands,Razorback Islands,-77.67409,166.52424,AQ
177657,6621760,Riu o Te Ata Valley,Riu o Te Ata Valley,-78.36667,163.86667,AQ
177658,6621761,Sickle Ridge,Sickle Ridge,-78.01666999999999,162.16666999999998,AQ
177659,6621762,"Steep, Mount","Steep, Mount",-78.05,163.85,AQ
177660,6621763,"Strand Moraines, The","Strand Moraines, The",-77.75,164.51667,AQ
177661,6621764,Swithinbank Moraine,Swithinbank Moraine,-85.0,-177.08333000000002,AQ
177662,6621765,Tamarus Valley,Tamarus Valley,-80.16667,156.33333000000002,AQ
177663,6621766,Tarn Valley,Tarn Valley,-77.56667,163.13333,AQ
177664,6621767,Thomas Valley,Thomas Valley,-77.45,162.2,AQ
177665,6621768,Tukeri Peak,Tukeri Peak,-77.28194,161.69194,AQ
177666,6621769,"Ulla, Mount","Ulla, Mount",-77.53333,162.4,AQ
177667,6621770,"Vision, Mount","Vision, Mount",-78.21667,166.25,AQ
177668,6621771,Windvane Hill,Windvane Hill,-77.63333,166.4,AQ
177669,6621772,Yale Tarn,Yale Tarn,-77.56667,163.15,AQ
177670,6621773,Tommeliten,Tommeliten,-71.78333,-2.48333,AQ
177671,6621774,Zenitberget,Zenitberget,-70.76833,11.85833,AQ
177672,6621775,Ambona,Ambona,-62.15833000000001,-58.48333,AQ
177673,6621776,Lava Crag,Lava Crag,-62.00833000000001,-57.63333000000001,AQ
177674,6621777,Cyclops Peak,Cyclops Peak,-68.0,55.61666999999999,AQ
177675,6621778,"Zhigalova, podlëdnye gory","Zhigalova, podlednye gory",-72.0,51.0,AQ
177676,6621779,"Aeolus, Mount","Aeolus, Mount",-77.48333000000001,161.26667,AQ
177677,6621780,Altar Mountain,Altar Mountain,-77.9,160.85,AQ
177678,6621781,Apostrophe Island,Apostrophe Island,-73.51666999999999,167.43333,AQ
177679,6621782,Azarashi Rock,Azarashi Rock,-70.01666999999999,38.9,AQ
177680,6621783,Back Drop Ridge,Back Drop Ridge,-78.01666999999999,163.33333000000002,AQ
177681,6621784,Bareface Bluff,Bareface Bluff,-78.83333,161.66666999999998,AQ
177682,6621785,Bastion Hill,Bastion Hill,-79.83333,158.31667,AQ
177683,6621786,Beacon Valley,Beacon Valley,-77.81667,160.65,AQ
177684,6621787,"Beddie, Mount","Beddie, Mount",-64.4864,-62.717,AQ
177685,6621788,Bifrost Ledge,Bifrost Ledge,-77.58333,162.18333,AQ
177686,6621789,Bowling Green Col,Bowling Green Col,-79.66667,158.58333000000002,AQ
177687,6621790,Bowyer Butte,Bowyer Butte,-74.98333000000001,-134.75,AQ
177688,6621791,Broken Island,Broken Island,-67.81411999999999,-66.95824,AQ
